age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,duration
30,M,African-American,25 - 45,High,Male,7,0.0,10,1,2.058240740740741
45,M,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0.8460185185185185
47,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0.9782060185185185
24,F,African-American,Less than 25,Low,Male,0,-1.0,3,1,9.891967592592593
20,M,African-American,Less than 25,Low,Male,0,-1.0,3,1,2.7808449074074075
51,F,Caucasian,Greater than 45,Low,Male,6,0.0,1,1,0.23150462962962962
49,M,Caucasian,Greater than 45,Low,Female,2,-1.0,2,1,11.998877314814814
41,F,Caucasian,25 - 45,Low,Male,5,-1.0,1,0,1.0639699074074074
49,F,Caucasian,Greater than 45,Low,Male,1,-16.0,3,0,12.89755787037037
26,M,Hispanic,25 - 45,Low,Male,0,-1.0,1,0,0.8279398148148148
28,M,African-American,25 - 45,Low,Female,0,-1.0,3,0,1.0027199074074074
33,M,Caucasian,25 - 45,Low,Male,2,-1.0,2,0,1.658900462962963
46,F,African-American,Greater than 45,Medium,Male,0,0.0,7,0,0.5863194444444444
21,M,African-American,Less than 25,Low,Male,0,-1.0,4,1,1.698275462962963
26,F,African-American,25 - 45,High,Male,14,0.0,9,1,-0.08922453703703703
48,F,Hispanic,Greater than 45,Low,Male,1,2.0,1,1,126.15186342592592
58,F,African-American,Greater than 45,Medium,Male,24,0.0,6,1,3.2496296296296294
29,F,Other,25 - 45,Low,Male,0,-1.0,1,0,1.1393287037037036
20,F,African-American,Less than 25,High,Female,2,-1.0,10,1,23.123877314814816
28,M,African-American,25 - 45,Low,Male,0,0.0,4,1,0.2088888888888889
21,F,Caucasian,Less than 25,High,Male,0,0.0,8,1,4.139594907407408
26,F,Other,25 - 45,Medium,Male,0,-1.0,7,0,0.813599537037037
34,M,African-American,25 - 45,Low,Male,3,-4.0,1,0,0.7765972222222223
32,F,African-American,25 - 45,High,Male,15,-1.0,8,1,7.103935185185185
38,F,African-American,25 - 45,Low,Male,10,0.0,4,1,10.326701388888889
22,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,1.0544444444444445
42,F,Caucasian,25 - 45,Medium,Male,2,-1.0,5,1,0.09546296296296296
57,M,Caucasian,Greater than 45,Low,Female,0,-1.0,4,0,1.1844444444444444
56,F,Caucasian,Greater than 45,Low,Female,1,-20.0,1,0,1.0617824074074074
32,M,Hispanic,25 - 45,Medium,Male,2,0.0,5,1,0.9060300925925926
30,F,African-American,25 - 45,High,Male,11,-1.0,8,0,0.9589467592592592
29,M,African-American,25 - 45,Low,Male,2,-1.0,1,0,0.6949652777777777
46,F,African-American,Greater than 45,Medium,Male,15,-1.0,7,1,6.926377314814815
24,F,African-American,Less than 25,Low,Female,0,-1.0,3,0,0.9861111111111112
70,F,African-American,Greater than 45,Low,Female,1,-1.0,1,0,1.9939814814814816
21,F,Hispanic,Less than 25,Medium,Male,0,0.0,6,1,0.25635416666666666
45,M,Caucasian,Greater than 45,Low,Female,1,-11.0,1,0,0.6511342592592593
33,M,Hispanic,25 - 45,Low,Female,2,-1.0,4,0,2.0238425925925925
39,F,African-American,25 - 45,Medium,Female,6,0.0,5,0,0.9486111111111111
25,F,Caucasian,25 - 45,Low,Male,6,-16.0,4,0,1.9006828703703704
48,M,Hispanic,Greater than 45,Low,Male,1,0.0,1,0,1.1383796296296296
46,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0.7781481481481481
28,M,Caucasian,25 - 45,Low,Male,0,0.0,2,1,2.812962962962963
27,F,African-American,25 - 45,Low,Male,1,-1.0,2,0,1.042662037037037
43,F,Caucasian,25 - 45,Medium,Male,11,16.0,7,1,76.95605324074074
30,F,African-American,25 - 45,High,Male,9,0.0,10,1,50.12895833333334
29,F,Caucasian,25 - 45,Low,Male,1,-22.0,3,0,0.6929398148148148
54,F,African-American,Greater than 45,Low,Male,8,0.0,1,1,-0.10043981481481482
20,F,Caucasian,Less than 25,Low,Female,0,0.0,4,0,0.17005787037037037
29,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0.6611921296296296
67,M,Asian,Greater than 45,Low,Male,0,-1.0,1,0,0.6803935185185185
25,F,Other,25 - 45,Low,Male,0,-1.0,2,0,0.9210416666666666
24,F,African-American,Less than 25,High,Male,8,-1.0,9,1,0.8887268518518519
29,F,Other,25 - 45,Medium,Male,3,-1.0,6,0,177.95018518518518
45,M,African-American,Greater than 45,Medium,Male,2,-1.0,6,0,28.77545138888889
31,F,African-American,25 - 45,Medium,Male,5,-1.0,5,1,11.045393518518518
23,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,1,7.820092592592593
21,F,African-American,Less than 25,High,Male,0,-1.0,8,1,8.951724537037038
61,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0.7119560185185185
51,M,Caucasian,Greater than 45,Medium,Female,5,-1.0,7,1,20.760891203703704
32,F,Other,25 - 45,Low,Male,1,-15.0,1,0,15.313842592592593
43,F,Caucasian,25 - 45,Medium,Male,9,-2.0,6,0,0.9088194444444444
32,M,Other,25 - 45,Low,Male,0,-1.0,1,0,1.2819675925925926
36,F,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0.8324652777777778
58,F,Caucasian,Greater than 45,Low,Male,3,0.0,4,1,15.256273148148148
57,F,African-American,Greater than 45,High,Male,12,-1.0,9,0,50.80518518518519
37,F,African-American,25 - 45,Medium,Male,2,0.0,7,0,0.19489583333333332
44,F,African-American,25 - 45,Medium,Male,6,-1.0,6,0,1.9631597222222221
45,F,African-American,Greater than 45,Medium,Male,8,-1.0,7,1,0.7584953703703704
48,F,Other,Greater than 45,Low,Male,1,-1.0,1,0,2.029074074074074
26,F,African-American,25 - 45,High,Male,13,0.0,8,1,-0.16855324074074074
34,F,Caucasian,25 - 45,Medium,Male,9,-1.0,6,1,1.2012152777777778
25,F,African-American,25 - 45,Low,Male,0,-1.0,3,0,1.9413078703703703
31,M,African-American,25 - 45,Medium,Male,8,-1.0,7,1,0.8636805555555556
43,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,1.1730671296296296
30,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0.27315972222222223
50,M,Caucasian,Greater than 45,Low,Male,0,-2.0,1,0,0.922349537037037
31,F,African-American,25 - 45,Low,Female,2,-1.0,2,0,1.148113425925926
33,M,Caucasian,25 - 45,Medium,Female,7,-6.0,6,0,0.7708680555555556
32,F,African-American,25 - 45,Medium,Male,1,-1.0,5,1,19.82417824074074
46,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,1,2.066053240740741
22,F,Hispanic,Less than 25,Medium,Male,0,-1.0,6,0,1.0425
37,F,African-American,25 - 45,Medium,Male,8,-1.0,5,1,1.1098726851851852
32,F,Caucasian,25 - 45,Medium,Female,6,-1.0,6,1,8.08900462962963
23,F,African-American,Less than 25,Medium,Female,2,-1.0,7,1,1.1849305555555556
21,F,Caucasian,Less than 25,Medium,Male,0,0.0,5,0,-0.4238078703703704
52,F,Other,Greater than 45,Low,Male,2,-1.0,1,0,1.0041203703703703
49,M,Caucasian,Greater than 45,Low,Male,2,-1.0,2,0,1.0433796296296296
55,F,Caucasian,Greater than 45,Medium,Male,3,-1.0,7,1,36.012511574074075
22,F,African-American,Less than 25,Low,Male,0,-1.0,2,0,1.1124652777777777
45,F,Hispanic,Greater than 45,Low,Male,0,-1.0,1,0,13.170787037037037
31,F,African-American,25 - 45,Medium,Female,7,-1.0,5,1,1.0742824074074073
22,M,Caucasian,Less than 25,Low,Male,0,-1.0,2,1,1.016550925925926
28,M,African-American,25 - 45,Medium,Male,5,-1.0,6,0,1.128275462962963
21,F,African-American,Less than 25,Medium,Male,1,-1.0,5,1,11.171550925925926
37,M,Hispanic,25 - 45,Low,Male,2,-1.0,3,0,1.1538425925925926
30,F,African-American,25 - 45,Medium,Male,21,-1.0,7,1,1.2338194444444444
22,F,African-American,Less than 25,High,Male,13,-1.0,10,1,0.9238657407407408
35,F,African-American,25 - 45,High,Male,23,-1.0,9,1,1.048888888888889
28,F,African-American,25 - 45,High,Male,11,-1.0,10,0,26.009340277777778
24,F,African-American,Less than 25,Low,Male,1,-1.0,3,0,1.0993055555555555
32,F,African-American,25 - 45,Medium,Male,24,-1.0,7,1,2.8906597222222223
24,F,African-American,Less than 25,Medium,Female,1,-1.0,5,0,0.7056828703703704
57,F,African-American,Greater than 45,Low,Male,19,-1.0,3,0,1.0709375
21,M,Other,Less than 25,Medium,Male,0,-1.0,6,0,0.9801736111111111
28,F,Caucasian,25 - 45,Low,Male,0,0.0,2,0,-0.17565972222222223
51,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,91.88273148148149
26,M,African-American,25 - 45,Low,Male,0,-1.0,2,1,0.5617939814814815
20,F,African-American,Less than 25,Medium,Male,0,-1.0,6,1,1.1220717592592593
25,M,African-American,25 - 45,Medium,Male,6,-1.0,7,0,32.77884259259259
19,M,Caucasian,Less than 25,Medium,Male,0,-1.0,6,1,2.7691550925925927
49,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,1,20.93275462962963
57,M,African-American,Greater than 45,High,Male,27,-9.0,10,0,9.064004629629629
27,M,African-American,25 - 45,Low,Female,0,0.0,2,0,0.8969097222222222
66,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,19.32443287037037
21,F,Caucasian,Less than 25,Low,Male,0,0.0,3,0,0.1184837962962963
45,F,Caucasian,Greater than 45,Low,Male,1,0.0,2,0,-0.4573611111111111
37,F,African-American,25 - 45,High,Male,24,-1.0,8,0,19.955532407407407
44,F,Caucasian,25 - 45,High,Male,13,0.0,9,1,16.885787037037037
64,F,African-American,Greater than 45,Low,Male,0,-1.0,4,0,4.025740740740741
30,F,African-American,25 - 45,Medium,Male,1,-1.0,6,1,0.929375
61,M,African-American,Greater than 45,Low,Male,1,-1.0,1,0,2.048888888888889
49,F,Caucasian,Greater than 45,Low,Female,8,-10.0,2,0,8.696226851851852
23,F,African-American,Less than 25,Medium,Male,0,0.0,7,0,0.7761574074074075
21,F,Caucasian,Less than 25,High,Male,0,-2.0,9,1,0.7471064814814815
30,F,Caucasian,25 - 45,High,Female,2,-1.0,10,1,43.44819444444445
26,M,Hispanic,25 - 45,Low,Male,7,0.0,4,0,1.690752314814815
35,M,Other,25 - 45,Low,Male,3,-1.0,1,1,1.107037037037037
27,M,African-American,25 - 45,High,Male,2,-1.0,9,1,1.0769328703703704
38,M,Caucasian,25 - 45,Medium,Male,1,0.0,6,0,14.859085648148149
48,F,African-American,Greater than 45,High,Male,14,23.0,9,1,142.30842592592592
26,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0.895
24,F,African-American,Less than 25,High,Male,4,-27.0,8,1,26.863518518518518
28,F,African-American,25 - 45,Medium,Female,2,0.0,5,1,0.8618634259259259
44,F,Caucasian,25 - 45,Medium,Female,4,0.0,6,1,5.0717592592592595
23,F,Caucasian,Less than 25,Medium,Male,2,0.0,7,1,13.282094907407407
34,F,Caucasian,25 - 45,Medium,Female,1,-1.0,6,1,12.895127314814815
20,F,Caucasian,Less than 25,Medium,Male,1,-1.0,5,1,1.3132407407407407
63,F,Other,Greater than 45,Low,Male,23,-1.0,4,1,2.060613425925926
36,M,African-American,25 - 45,Low,Female,0,0.0,1,0,0.1979861111111111
58,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,79.95273148148148
35,F,Caucasian,25 - 45,Low,Female,4,-30.0,3,0,13.915555555555555
23,F,African-American,Less than 25,Medium,Male,3,-1.0,7,0,1.1269212962962962
40,F,Caucasian,25 - 45,Low,Male,1,-21.0,1,0,21.34988425925926
31,F,Hispanic,25 - 45,Low,Male,3,-1.0,3,0,0.9760185185185185
34,F,Hispanic,25 - 45,Low,Female,5,0.0,4,0,1.0889699074074075
23,M,African-American,Less than 25,Medium,Male,3,-1.0,6,1,13.05150462962963
27,M,Caucasian,25 - 45,Low,Male,0,-5.0,3,1,4.0781018518518515
26,F,African-American,25 - 45,Medium,Female,3,-27.0,5,0,27.369756944444443
49,F,African-American,Greater than 45,Low,Male,1,0.0,1,0,24.968900462962964
47,M,Hispanic,Greater than 45,Low,Female,0,0.0,1,0,1.1433333333333333
47,F,African-American,Greater than 45,Low,Male,6,0.0,2,0,5.095069444444444
34,F,African-American,25 - 45,Medium,Male,7,0.0,6,1,0.22546296296296298
27,F,African-American,25 - 45,High,Male,10,-1.0,9,0,7.862847222222222
52,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0.023912037037037037
26,M,African-American,25 - 45,Low,Male,0,-3.0,3,1,0.9759722222222222
25,F,African-American,25 - 45,Medium,Male,9,0.0,7,0,2.289548611111111
51,F,African-American,Greater than 45,Low,Male,1,-1.0,2,0,162.7222800925926
29,M,African-American,25 - 45,Low,Female,1,0.0,2,1,-0.043263888888888886
46,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0.8134375
28,F,Caucasian,25 - 45,Low,Male,6,-2.0,4,0,2.075833333333333
57,F,African-American,Greater than 45,Low,Male,0,-1.0,1,0,1.0614583333333334
23,F,Hispanic,Less than 25,Medium,Male,2,-1.0,5,0,0.8064467592592592
34,F,African-American,25 - 45,High,Male,27,-1.0,9,1,118.08675925925925
27,F,African-American,25 - 45,Low,Male,3,-1.0,3,0,12.22494212962963
25,M,African-American,25 - 45,High,Male,7,-1.0,9,1,3.0815972222222223
31,F,Caucasian,25 - 45,Medium,Male,1,-1.0,7,1,32.94523148148148
37,F,African-American,25 - 45,Low,Male,8,-1.0,2,0,1.0614930555555555
51,F,African-American,Greater than 45,Low,Male,0,0.0,2,1,1.2976388888888888
28,F,African-American,25 - 45,Medium,Male,8,-1.0,6,1,40.67671296296297
56,F,Caucasian,Greater than 45,Low,Male,4,0.0,1,0,7.309039351851852
45,F,African-American,Greater than 45,High,Male,15,-1.0,9,1,330.9278356481482
26,F,Caucasian,25 - 45,Medium,Male,7,-1.0,6,1,18.02611111111111
33,F,Caucasian,25 - 45,High,Male,7,-1.0,8,1,1.2108101851851851
23,M,Caucasian,Less than 25,Low,Male,0,-2.0,4,0,1.1152083333333334
31,M,African-American,25 - 45,Low,Male,0,0.0,2,0,0.1339699074074074
31,M,Other,25 - 45,Low,Male,0,-1.0,3,0,1.1814699074074073
19,F,Hispanic,Less than 25,High,Male,1,-12.0,9,1,4.979201388888889
32,F,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0.20876157407407409
30,M,Caucasian,25 - 45,Low,Male,1,-1.0,3,1,0.8048726851851852
66,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0.9330671296296297
40,F,African-American,25 - 45,Low,Female,0,0.0,1,0,-0.17888888888888888
59,M,African-American,Greater than 45,Low,Male,4,0.0,2,0,0.9713425925925926
27,M,African-American,25 - 45,Medium,Male,3,-23.0,7,0,1.2170601851851852
22,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,0.713275462962963
58,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0.9946180555555556
29,F,Caucasian,25 - 45,Low,Male,2,-2.0,3,0,2.0784375
27,F,African-American,25 - 45,High,Male,0,-1.0,8,1,60.93303240740741
24,F,Caucasian,Less than 25,Medium,Male,0,-3.0,5,0,1.5736805555555555
35,F,Caucasian,25 - 45,Low,Female,3,0.0,4,0,0.20832175925925925
29,F,African-American,25 - 45,High,Male,7,0.0,8,1,2.255474537037037
30,F,African-American,25 - 45,High,Male,5,-1.0,9,1,2.0948148148148147
23,F,African-American,Less than 25,Low,Male,1,-1.0,2,1,2.3387962962962963
32,F,Caucasian,25 - 45,Low,Male,2,-27.0,4,1,0.6036111111111111
22,F,Caucasian,Less than 25,Medium,Male,2,-1.0,5,0,3.7866203703703705
21,M,African-American,Less than 25,Low,Male,0,-1.0,3,0,1.1638541666666666
43,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,-0.04380787037037037
29,F,African-American,25 - 45,High,Male,0,-1.0,8,0,2.845011574074074
43,F,African-American,25 - 45,Low,Male,1,0.0,3,0,1.9414814814814816
25,F,African-American,25 - 45,Low,Male,1,-1.0,2,0,2.0450925925925927
47,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,1.0925578703703704
21,F,African-American,Less than 25,Medium,Female,0,-2.0,5,0,0.6890393518518518
54,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,-0.18560185185185185
34,F,African-American,25 - 45,Low,Male,3,-1.0,1,1,33.85542824074074
28,M,African-American,25 - 45,Low,Female,2,-1.0,2,0,1.0604398148148149
53,F,Caucasian,Greater than 45,Low,Female,4,-1.0,1,1,0.14189814814814813
54,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,-0.18119212962962963
37,F,Hispanic,25 - 45,Low,Male,3,-1.0,1,1,83.41783564814814
34,F,African-American,25 - 45,Low,Male,2,-1.0,4,0,0.8590625
60,F,Caucasian,Greater than 45,Low,Female,0,-1.0,1,1,1.061377314814815
22,F,African-American,Less than 25,Low,Male,0,-1.0,4,0,1.0640393518518518
51,F,African-American,Greater than 45,Medium,Male,3,0.0,7,0,-0.14758101851851851
29,F,African-American,25 - 45,Low,Male,0,-1.0,2,1,12.9959375
28,M,African-American,25 - 45,Medium,Male,5,-1.0,6,0,27.850381944444443
33,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,0.9572916666666667
43,M,Caucasian,25 - 45,Low,Male,4,0.0,2,0,2.310763888888889
45,M,Hispanic,Greater than 45,Medium,Male,1,-1.0,6,0,26.756886574074073
32,F,Caucasian,25 - 45,Medium,Male,5,-1.0,5,1,65.06217592592593
35,F,African-American,25 - 45,Low,Female,0,-1.0,3,1,1.9190046296296297
23,F,African-American,Less than 25,Low,Male,1,-1.0,4,1,1.1777199074074074
41,M,Hispanic,25 - 45,Low,Male,1,-1.0,1,0,113.98799768518519
25,F,Other,25 - 45,High,Male,24,-1.0,10,1,0.8670486111111111
35,F,Hispanic,25 - 45,High,Male,12,-1.0,9,0,10.369004629629629
25,F,African-American,25 - 45,Medium,Male,4,0.0,6,1,43.246805555555554
69,F,Caucasian,Greater than 45,Low,Male,6,-1.0,2,1,1.0069444444444444
24,M,Asian,Less than 25,Low,Male,0,-1.0,3,0,1.2016782407407407
28,F,Hispanic,25 - 45,Low,Male,0,-1.0,4,0,0.29030092592592593
47,F,African-American,Greater than 45,Medium,Male,23,-1.0,7,1,403.4110185185185
29,F,African-American,25 - 45,High,Male,13,0.0,10,1,1.6865162037037038
26,F,African-American,25 - 45,High,Male,9,-1.0,8,1,2.6513425925925924
31,M,Other,25 - 45,Low,Male,0,-1.0,1,0,2.808738425925926
28,F,Caucasian,25 - 45,Medium,Male,0,0.0,7,0,1.043425925925926
48,M,Caucasian,Greater than 45,Low,Male,1,0.0,1,1,0.25104166666666666
44,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0.19447916666666668
42,M,African-American,25 - 45,Medium,Male,7,-1.0,5,0,0.971712962962963
39,F,African-American,25 - 45,Medium,Male,5,-1.0,7,0,4.013425925925926
46,F,Hispanic,Greater than 45,Low,Female,2,-1.0,1,0,3.1740625
55,M,Caucasian,Greater than 45,Medium,Male,0,-1.0,5,0,10.07224537037037
27,F,African-American,25 - 45,High,Male,5,-1.0,9,1,4.236365740740741
31,M,Caucasian,25 - 45,High,Female,0,-1.0,9,0,4.933194444444444
25,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0.7599768518518518
32,M,Caucasian,25 - 45,Medium,Male,6,0.0,7,0,0.1736111111111111
36,F,African-American,25 - 45,Medium,Male,2,-1.0,5,0,0.7614467592592593
21,F,African-American,Less than 25,Medium,Male,3,-1.0,7,1,4.308784722222223
39,M,Caucasian,25 - 45,Low,Male,2,0.0,4,0,-0.17113425925925926
26,M,African-American,25 - 45,Low,Female,0,0.0,2,0,-0.19023148148148147
28,F,African-American,25 - 45,High,Male,8,0.0,8,1,20.286527777777778
67,M,Caucasian,Greater than 45,Low,Male,2,-4.0,1,1,0.2864236111111111
22,F,Other,Less than 25,Low,Female,0,-1.0,4,0,2.342361111111111
37,M,Caucasian,25 - 45,Low,Male,3,-1.0,1,0,0.8333333333333334
23,M,African-American,Less than 25,High,Male,2,-1.0,8,1,2.1109837962962965
49,M,African-American,Greater than 45,Medium,Female,14,-1.0,7,1,122.06818287037036
32,M,Caucasian,25 - 45,Medium,Male,9,0.0,7,1,4.906805555555556
41,M,Caucasian,25 - 45,Medium,Male,9,-1.0,6,0,32.90012731481482
25,M,African-American,25 - 45,Low,Male,1,0.0,3,0,0.03894675925925926
58,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0.6097453703703704
44,M,African-American,25 - 45,High,Male,19,-17.0,9,1,17.40008101851852
28,F,African-American,25 - 45,Low,Male,1,0.0,4,1,15.910694444444445
39,F,African-American,25 - 45,Medium,Female,0,-1.0,5,1,2.1641666666666666
54,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,6.702881944444444
43,M,Caucasian,25 - 45,Low,Male,0,-1.0,4,0,0.7648611111111111
31,M,African-American,25 - 45,High,Male,5,0.0,10,0,0.2536111111111111
30,F,African-American,25 - 45,High,Male,11,0.0,10,0,117.14429398148148
27,M,Caucasian,25 - 45,Low,Male,4,-1.0,4,1,1.1120138888888889
28,M,African-American,25 - 45,Low,Male,0,-1.0,2,1,1.1221990740740742
24,M,African-American,Less than 25,Medium,Male,0,-1.0,7,0,0.7368865740740741
43,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0.3630324074074074
44,M,African-American,25 - 45,Low,Male,10,-7.0,4,1,5.138981481481482
24,F,Hispanic,Less than 25,High,Male,11,-15.0,10,1,0.6069907407407408
23,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,1.9253125
36,M,Caucasian,25 - 45,Low,Male,5,-1.0,3,1,0.5955092592592592
27,F,Caucasian,25 - 45,High,Male,1,-1.0,9,0,1.1453703703703704
24,F,African-American,Less than 25,High,Male,0,0.0,10,1,1.2880787037037038
66,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0.5826157407407407
36,F,Caucasian,25 - 45,Low,Female,3,0.0,4,0,25.20207175925926
53,F,Hispanic,Greater than 45,High,Male,9,-1.0,8,1,130.33140046296296
23,F,Caucasian,Less than 25,Low,Male,1,0.0,3,1,0.31675925925925924
22,M,African-American,Less than 25,Medium,Female,0,0.0,7,1,0.2594560185185185
25,F,Hispanic,25 - 45,Low,Male,1,-1.0,3,0,0.9907060185185185
56,F,African-American,Greater than 45,Low,Male,4,-1.0,1,0,2.055034722222222
51,F,Asian,Greater than 45,Low,Male,1,-1.0,1,1,1.1692939814814816
58,M,African-American,Greater than 45,Low,Female,3,-18.0,1,0,18.348842592592593
24,M,Caucasian,Less than 25,Medium,Male,3,0.0,5,0,0.13746527777777778
22,F,African-American,Less than 25,Low,Male,0,-1.0,3,1,71.01766203703704
39,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0.7743865740740741
20,F,Hispanic,Less than 25,High,Male,3,-1.0,10,1,42.10635416666667
46,F,Caucasian,Greater than 45,Medium,Male,10,-1.0,7,1,73.1124074074074
38,F,Caucasian,25 - 45,Low,Male,1,-27.0,1,1,0.8245370370370371
23,M,Caucasian,Less than 25,High,Male,0,0.0,8,1,3.0294675925925927
39,F,Other,25 - 45,Medium,Male,6,-1.0,5,0,26.08685185185185
25,F,African-American,25 - 45,High,Male,0,0.0,8,0,1.8638310185185185
31,F,African-American,25 - 45,High,Male,19,-1.0,9,1,0.8124074074074074
25,M,African-American,25 - 45,Low,Female,1,-1.0,3,1,0.9028703703703703
26,F,African-American,25 - 45,Medium,Male,6,-1.0,6,0,1.6704050925925926
25,F,African-American,25 - 45,High,Male,2,-1.0,9,0,274.14153935185186
37,F,Caucasian,25 - 45,High,Male,11,0.0,8,1,1.0201041666666666
36,F,African-American,25 - 45,Low,Male,0,-3.0,1,0,0.861099537037037
26,F,African-American,25 - 45,Medium,Male,1,0.0,6,1,0.9022800925925926
21,F,Other,Less than 25,Low,Male,3,-1.0,2,1,0.6719328703703704
35,F,African-American,25 - 45,Low,Male,7,-23.0,4,1,0.1804050925925926
22,F,African-American,Less than 25,Low,Male,2,-1.0,4,1,1.8520486111111112
25,F,Caucasian,25 - 45,Low,Male,0,0.0,2,0,0.22346064814814814
36,M,Hispanic,25 - 45,Low,Male,0,-7.0,1,0,1.0442361111111111
24,M,African-American,Less than 25,Medium,Male,2,-1.0,7,1,12.040648148148149
21,F,African-American,Less than 25,High,Male,0,-1.0,9,1,0.7985300925925926
32,F,Caucasian,25 - 45,High,Male,15,-1.0,9,1,70.8952662037037
33,M,African-American,25 - 45,Low,Male,2,0.0,2,1,-0.19118055555555555
33,F,African-American,25 - 45,High,Male,10,0.0,9,1,2.281689814814815
29,M,Caucasian,25 - 45,Low,Male,0,-2.0,3,0,0.9933796296296297
50,F,Caucasian,Greater than 45,Low,Male,8,-1.0,3,0,172.66916666666665
33,F,African-American,25 - 45,High,Male,14,-1.0,8,1,2.0619444444444444
37,F,African-American,25 - 45,High,Male,13,-1.0,8,1,0.9890393518518519
27,F,African-American,25 - 45,Medium,Male,9,-1.0,7,1,24.32846064814815
27,M,African-American,25 - 45,Low,Male,0,-1.0,1,0,1.1630092592592594
21,M,Hispanic,Less than 25,Medium,Male,1,-1.0,5,1,0.588587962962963
58,F,African-American,Greater than 45,Low,Male,1,-1.0,1,0,60.99715277777778
27,F,African-American,25 - 45,High,Male,4,-1.0,8,0,33.0359375
28,F,Caucasian,25 - 45,Medium,Male,1,-1.0,7,1,30.846145833333335
31,M,Caucasian,25 - 45,Low,Female,0,-5.0,3,0,0.9022337962962963
24,M,African-American,Less than 25,Medium,Male,3,-1.0,7,0,6.608113425925926
26,F,African-American,25 - 45,High,Male,6,0.0,9,1,18.063738425925926
43,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,1.1242013888888889
22,F,African-American,Less than 25,Medium,Male,3,0.0,6,1,1.7148263888888888
23,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,3.078599537037037
42,M,Caucasian,25 - 45,Low,Male,0,-1.0,4,0,0.8972337962962963
30,M,African-American,25 - 45,High,Male,18,-1.0,10,0,17.86634259259259
29,F,African-American,25 - 45,High,Male,1,-1.0,9,0,290.10349537037035
38,F,Caucasian,25 - 45,Low,Male,2,0.0,4,1,47.87077546296296
26,M,Caucasian,25 - 45,Low,Male,3,-4.0,4,1,2.2764930555555556
51,M,African-American,Greater than 45,Medium,Male,5,0.0,7,0,4.734988425925926
36,M,Other,25 - 45,Low,Male,0,0.0,1,0,-0.1527662037037037
62,M,Hispanic,Greater than 45,Low,Male,0,-2.0,1,0,1.2293171296296297
23,F,African-American,Less than 25,Low,Male,0,0.0,3,1,0.2960185185185185
34,F,African-American,25 - 45,Medium,Male,7,-1.0,5,1,0.6911805555555556
35,M,African-American,25 - 45,Low,Male,1,-1.0,2,0,1.270775462962963
22,F,Caucasian,Less than 25,Low,Male,0,0.0,3,0,3.9046875
29,M,African-American,25 - 45,High,Male,10,-1.0,10,1,108.7019675925926
40,F,African-American,25 - 45,Low,Male,0,-3.0,2,0,1.005324074074074
36,F,African-American,25 - 45,Low,Male,2,0.0,2,0,0.895
26,F,African-American,25 - 45,High,Male,8,0.0,8,1,0.26719907407407406
25,F,African-American,25 - 45,Low,Male,1,-23.0,3,1,0.9911226851851852
69,M,Caucasian,Greater than 45,Low,Male,0,-3.0,1,0,0.8819791666666666
27,F,African-American,25 - 45,Low,Male,1,-1.0,4,0,8.018159722222222
20,F,Caucasian,Less than 25,Medium,Male,0,0.0,5,1,1.2527893518518518
27,F,African-American,25 - 45,Low,Male,1,-2.0,1,0,2.3641087962962963
